CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category
805313808,Attrited Customer,52,F,3,High School,Married,$40K - $60K
772922883,Attrited Customer,41,M,3,Unknown,Married,$80K - $120K
715716333,Existing Customer,62,F,0,High School,Single,Unknown
714502458,Existing Customer,49,M,3,Unknown,Married,$60K - $80K
712444533,Existing Customer,43,M,2,High School,Single,$80K - $120K
797748708,Existing Customer,44,M,4,Unknown,Single,$80K - $120K
780203883,Existing Customer,43,F,3,Doctorate,Divorced,Unknown
720616908,Existing Customer,54,M,1,Uneducated,Single,$120K +
817038333,Existing Customer,55,F,0,Graduate,Married,Less than $40K
713333433,Attrited Customer,49,M,3,Uneducated,Unknown,$60K - $80K
710820783,Existing Customer,45,F,4,Graduate,Married,Unknown
720338658,Existing Customer,56,F,3,Post-Graduate,Single,Less than $40K
803938908,Existing Customer,49,F,4,Uneducated,Single,Less than $40K
787921383,Attrited Customer,53,M,0,High School,Single,$120K +
787849833,Existing Customer,49,M,2,High School,Married,$80K - $120K
721143258,Existing Customer,46,M,1,High School,Single,$40K - $60K
709335558,Existing Customer,49,M,3,Uneducated,Married,$120K +
806619333,Existing Customer,36,F,3,High School,Single,Less than $40K
719378658,Existing Customer,57,M,3,Graduate,Divorced,$80K - $120K
720670458,Existing Customer,52,F,2,Unknown,Single,$40K - $60K
716955783,Existing Customer,52,M,2,Graduate,Single,$80K - $120K
817970208,Existing Customer,45,M,1,Uneducated,Divorced,Less than $40K
708506508,Existing Customer,54,M,3,High School,Married,$120K +
750147483,Existing Customer,49,M,2,High School,Single,$80K - $120K
715540233,Existing Customer,43,M,3,Graduate,Single,$60K - $80K
807584958,Attrited Customer,50,M,3,Uneducated,Married,$60K - $80K
720686583,Existing Customer,46,M,3,High School,Divorced,$120K +
820637433,Existing Customer,45,F,3,High School,Married,Less than $40K
716346183,Existing Customer,43,F,3,Unknown,Divorced,Unknown
715405758,Attrited Customer,50,F,1,High School,Single,Unknown
710094108,Existing Customer,33,M,3,Graduate,Single,$60K - $80K
713168733,Existing Customer,65,F,0,Unknown,Single,Less than $40K
708614058,Existing Customer,56,F,2,Graduate,Divorced,Less than $40K
718088133,Existing Customer,40,F,3,Unknown,Divorced,Less than $40K
720614658,Existing Customer,40,M,2,High School,Divorced,$60K - $80K
716695533,Existing Customer,49,F,3,College,Married,Less than $40K
717091533,Existing Customer,29,F,1,Graduate,Single,Unknown
713231658,Existing Customer,45,F,2,Doctorate,Single,Less than $40K
715675458,Existing Customer,51,M,1,High School,Unknown,$80K - $120K
712463883,Existing Customer,45,M,2,Unknown,Married,$120K +
708489258,Existing Customer,40,F,3,Graduate,Married,Less than $40K
708403308,Existing Customer,37,M,3,Unknown,Single,$40K - $60K
769684158,Existing Customer,42,M,4,College,Single,$40K - $60K
710349258,Existing Customer,45,F,3,High School,Single,Less than $40K
713940033,Existing Customer,47,F,3,Graduate,Single,Less than $40K
713482608,Existing Customer,47,M,4,College,Married,$40K - $60K
714571008,Existing Customer,49,F,3,Unknown,Married,Less than $40K
715354008,Existing Customer,43,M,3,Graduate,Unknown,$120K +
819363708,Existing Customer,43,M,1,Post-Graduate,Single,$60K - $80K
712014708,Existing Customer,48,M,4,Graduate,Married,Less than $40K
788717358,Existing Customer,53,M,2,Uneducated,Single,$60K - $80K
710413533,Existing Customer,56,M,2,Graduate,Married,$80K - $120K
718515483,Attrited Customer,64,M,0,Graduate,Single,Less than $40K
715059258,Existing Customer,38,F,3,Doctorate,Single,Unknown
713852958,Existing Customer,51,F,2,Graduate,Single,Unknown
767835558,Existing Customer,42,F,2,Unknown,Married,Less than $40K
721531683,Existing Customer,44,F,4,Graduate,Single,Unknown
720660558,Existing Customer,50,M,2,Uneducated,Married,$120K +
814845933,Existing Customer,62,M,0,Graduate,Single,$80K - $120K
773155533,Existing Customer,49,F,3,Unknown,Single,Less than $40K
711199908,Existing Customer,41,M,2,Graduate,Single,$60K - $80K
721398858,Existing Customer,43,M,2,Unknown,Single,$120K +
715664808,Attrited Customer,43,M,2,Graduate,Single,$80K - $120K
715500558,Existing Customer,45,F,3,Graduate,Married,Unknown
719239158,Existing Customer,48,M,3,High School,Married,$60K - $80K
820633833,Existing Customer,64,F,1,Graduate,Single,$40K - $60K
720551733,Attrited Customer,46,F,4,Doctorate,Married,Unknown
718487958,Existing Customer,53,F,2,High School,Married,Less than $40K
710533233,Attrited Customer,38,F,1,Graduate,Married,Less than $40K
778878633,Existing Customer,51,M,3,Unknown,Married,$80K - $120K
720197058,Attrited Customer,47,F,3,Graduate,Unknown,Unknown
716317458,Attrited Customer,51,F,2,Post-Graduate,Single,Less than $40K
718569258,Existing Customer,56,F,2,Unknown,Married,Less than $40K
711649908,Existing Customer,33,F,3,Graduate,Married,Unknown
720879708,Existing Customer,52,M,2,High School,Single,$80K - $120K
815761908,Existing Customer,46,F,3,Unknown,Married,Unknown
711850533,Existing Customer,46,F,4,Uneducated,Single,Unknown
721028283,Existing Customer,40,F,4,High School,Married,$40K - $60K
710763783,Existing Customer,49,M,2,High School,Married,$80K - $120K
720432858,Existing Customer,40,F,4,Post-Graduate,Married,Less than $40K
772525308,Existing Customer,43,M,3,College,Single,$40K - $60K
767354208,Existing Customer,48,M,4,Graduate,Married,$80K - $120K
715670058,Existing Customer,50,M,3,Graduate,Married,$120K +
713856708,Existing Customer,48,M,4,High School,Married,$80K - $120K
758086458,Existing Customer,46,F,3,Graduate,Married,Unknown
717035283,Attrited Customer,46,M,1,Graduate,Single,$60K - $80K
709604958,Existing Customer,51,F,3,Graduate,Single,$40K - $60K
714931458,Existing Customer,52,F,2,Post-Graduate,Single,Unknown
711047658,Existing Customer,46,F,3,High School,Married,Less than $40K
718110858,Attrited Customer,42,M,4,Unknown,Married,$40K - $60K
716385858,Existing Customer,42,F,4,Graduate,Married,Less than $40K
708812133,Existing Customer,49,F,3,Graduate,Married,Unknown
787655058,Existing Customer,44,F,2,Uneducated,Single,Less than $40K
803113383,Attrited Customer,55,F,1,Uneducated,Single,Less than $40K
721273008,Attrited Customer,54,F,1,College,Unknown,Less than $40K
715762083,Existing Customer,46,M,0,Uneducated,Single,$60K - $80K
711629733,Existing Customer,45,F,2,Graduate,Married,Less than $40K
718410258,Existing Customer,37,M,3,High School,Unknown,$80K - $120K
719745558,Existing Customer,52,M,3,Graduate,Single,$60K - $80K
820282383,Attrited Customer,45,F,2,Graduate,Married,Less than $40K
793543758,Existing Customer,47,M,2,Graduate,Single,$120K +
778224858,Existing Customer,42,F,2,College,Unknown,Unknown
712555233,Existing Customer,59,F,0,Graduate,Single,$40K - $60K
718516533,Existing Customer,46,F,2,Graduate,Single,Less than $40K
708923658,Existing Customer,41,F,3,Unknown,Unknown,Less than $40K
717708783,Existing Customer,57,M,2,Graduate,Single,$120K +
780688383,Existing Customer,35,M,1,Graduate,Unknown,$80K - $120K
718821783,Existing Customer,53,M,1,Unknown,Married,$40K - $60K
718163808,Existing Customer,37,M,1,Graduate,Single,$80K - $120K
712693908,Attrited Customer,43,M,3,Graduate,Married,$120K +
711286533,Existing Customer,43,M,3,Graduate,Unknown,$60K - $80K
711655683,Existing Customer,55,M,1,Uneducated,Single,$60K - $80K
718188858,Existing Customer,52,F,0,Graduate,Single,Less than $40K
718514283,Existing Customer,46,M,4,High School,Single,$40K - $60K
708642708,Attrited Customer,40,F,2,Uneducated,Married,Unknown
811475733,Attrited Customer,53,F,1,College,Married,$40K - $60K
712089108,Existing Customer,49,M,3,Uneducated,Divorced,$80K - $120K
710761533,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K
714963558,Existing Customer,46,M,3,Graduate,Single,$40K - $60K
714834258,Existing Customer,43,F,4,High School,Unknown,Less than $40K
713788083,Attrited Customer,28,F,1,Graduate,Single,Less than $40K
719583558,Existing Customer,49,F,3,Uneducated,Married,$40K - $60K
744705408,Existing Customer,48,F,4,Graduate,Single,Unknown
713240133,Existing Customer,42,F,3,High School,Married,Less than $40K
815015283,Existing Customer,43,F,4,Graduate,Married,Less than $40K
718072758,Existing Customer,51,M,2,Post-Graduate,Married,$120K +
709127808,Existing Customer,48,M,3,Post-Graduate,Divorced,$60K - $80K
715080258,Existing Customer,37,F,1,High School,Single,Unknown
709567758,Existing Customer,40,F,3,Uneducated,Married,Less than $40K
780067158,Attrited Customer,51,F,2,Uneducated,Single,Less than $40K
715357308,Existing Customer,44,M,2,Graduate,Married,$60K - $80K
720559908,Existing Customer,58,F,2,Uneducated,Divorced,Less than $40K
720339558,Existing Customer,47,F,2,Graduate,Single,Less than $40K
809599158,Attrited Customer,48,M,4,Uneducated,Single,$80K - $120K
793269933,Existing Customer,46,M,3,Graduate,Unknown,$60K - $80K
809978733,Existing Customer,33,F,2,High School,Single,$40K - $60K
788996058,Existing Customer,47,F,2,High School,Married,Less than $40K
712575708,Existing Customer,55,F,2,High School,Married,Less than $40K
789625383,Existing Customer,48,M,3,Uneducated,Married,$80K - $120K
719730258,Existing Customer,41,M,4,Uneducated,Divorced,$60K - $80K
793717608,Existing Customer,39,M,0,Doctorate,Single,$60K - $80K
709798908,Attrited Customer,45,F,4,Unknown,Single,Less than $40K
716077458,Existing Customer,46,M,3,Uneducated,Married,$40K - $60K
813435108,Existing Customer,49,F,1,Graduate,Single,Less than $40K
708084558,Attrited Customer,46,M,3,Doctorate,Divorced,$80K - $120K
719880408,Existing Customer,46,F,4,Graduate,Married,Less than $40K
719343633,Existing Customer,48,M,3,High School,Unknown,Less than $40K
718711158,Attrited Customer,52,M,3,Graduate,Married,$120K +
717443658,Existing Customer,37,F,0,Graduate,Divorced,$40K - $60K
715976433,Existing Customer,42,M,3,High School,Unknown,Less than $40K
719038008,Existing Customer,48,F,4,Graduate,Single,Less than $40K
709143183,Attrited Customer,52,F,2,Doctorate,Married,$40K - $60K
710186958,Existing Customer,45,F,3,Unknown,Single,Unknown
709274583,Existing Customer,40,M,2,High School,Married,$120K +
816864483,Existing Customer,39,F,4,Uneducated,Single,$40K - $60K
708271833,Existing Customer,42,M,3,Graduate,Single,$40K - $60K
821759658,Attrited Customer,41,F,4,High School,Divorced,$40K - $60K
820920408,Existing Customer,53,F,2,Graduate,Single,Less than $40K
718403358,Existing Customer,49,F,2,High School,Divorced,$40K - $60K
713476758,Existing Customer,44,M,4,Unknown,Married,$60K - $80K
720690933,Existing Customer,52,M,4,Uneducated,Married,$60K - $80K
719252583,Existing Customer,29,F,1,High School,Single,Less than $40K
712783083,Attrited Customer,48,F,4,High School,Married,Less than $40K
771204108,Existing Customer,36,F,2,Uneducated,Single,Unknown
817247658,Existing Customer,45,M,3,High School,Unknown,$60K - $80K
821749608,Attrited Customer,41,M,3,Graduate,Single,$80K - $120K
714389883,Existing Customer,45,M,4,Graduate,Single,$80K - $120K
713648208,Existing Customer,40,F,2,Graduate,Unknown,$40K - $60K
826261008,Attrited Customer,48,F,3,Graduate,Unknown,Less than $40K
824163333,Existing Customer,43,F,5,Uneducated,Single,Less than $40K
709444983,Attrited Customer,38,F,3,Uneducated,Single,$40K - $60K
711154908,Existing Customer,59,F,0,Unknown,Single,Less than $40K
769575783,Attrited Customer,49,F,3,College,Married,Less than $40K
720334833,Existing Customer,39,F,5,College,Single,Less than $40K
709563258,Attrited Customer,50,F,2,Uneducated,Single,Unknown
708205083,Existing Customer,38,F,1,High School,Married,Less than $40K
715276683,Existing Customer,52,M,2,High School,Married,$60K - $80K
721254858,Existing Customer,42,F,5,Graduate,Married,Less than $40K
712257258,Attrited Customer,50,F,1,High School,Single,Less than $40K
789616158,Existing Customer,33,M,3,Unknown,Divorced,Unknown
708773583,Existing Customer,52,F,3,Graduate,Unknown,$40K - $60K
711110733,Existing Customer,45,M,3,High School,Married,$40K - $60K
714043008,Existing Customer,37,M,2,High School,Single,$40K - $60K
780602733,Existing Customer,42,M,3,Uneducated,Single,$60K - $80K
823557333,Existing Customer,43,F,2,Uneducated,Unknown,Less than $40K
772825308,Existing Customer,40,M,3,Graduate,Divorced,$80K - $120K
713251008,Existing Customer,43,F,2,Uneducated,Married,Unknown
711175083,Existing Customer,54,M,3,Doctorate,Single,$60K - $80K
756477333,Existing Customer,42,F,4,Uneducated,Married,Less than $40K
712294983,Existing Customer,39,F,2,Graduate,Married,$40K - $60K
717023508,Existing Customer,45,F,3,Unknown,Unknown,$40K - $60K
709869708,Existing Customer,54,F,3,College,Single,Less than $40K
772133808,Existing Customer,47,F,3,Post-Graduate,Single,$40K - $60K
768196008,Existing Customer,54,M,1,Uneducated,Single,$60K - $80K
708916083,Attrited Customer,49,F,0,Doctorate,Unknown,Less than $40K
789526458,Existing Customer,44,M,3,Unknown,Married,$40K - $60K
716079708,Existing Customer,46,F,3,College,Single,Less than $40K
720087708,Existing Customer,38,F,3,High School,Married,Less than $40K
714259533,Existing Customer,43,F,2,Graduate,Married,Less than $40K
714691683,Existing Customer,62,M,1,Graduate,Single,$60K - $80K
768420558,Existing Customer,59,F,0,Graduate,Single,Less than $40K
778364583,Attrited Customer,45,F,2,Graduate,Married,Less than $40K
719186433,Existing Customer,53,F,1,College,Single,Unknown
719951208,Existing Customer,43,M,4,Graduate,Single,$60K - $80K
720182658,Existing Customer,44,F,3,Uneducated,Single,Unknown
789022233,Existing Customer,50,F,2,Uneducated,Single,Less than $40K
778353183,Existing Customer,31,F,0,High School,Married,Less than $40K
713789883,Existing Customer,50,F,4,High School,Married,$40K - $60K
773018583,Existing Customer,38,F,4,Graduate,Married,Less than $40K
771354633,Existing Customer,58,M,1,College,Single,$80K - $120K
717308433,Attrited Customer,49,M,5,Uneducated,Unknown,$60K - $80K
712271958,Existing Customer,37,M,3,Uneducated,Unknown,$80K - $120K
716736858,Existing Customer,47,F,4,Graduate,Married,Less than $40K
713796033,Attrited Customer,47,M,2,Graduate,Married,$40K - $60K
710812533,Attrited Customer,46,F,3,High School,Single,Unknown
782555058,Existing Customer,35,F,1,Unknown,Married,Less than $40K
714864333,Attrited Customer,43,M,2,College,Divorced,$120K +
787918158,Existing Customer,32,F,0,Uneducated,Married,Less than $40K
779070033,Existing Customer,63,F,0,College,Single,Less than $40K
789945933,Existing Customer,61,F,1,Graduate,Single,Less than $40K
720810783,Attrited Customer,54,F,2,Graduate,Married,Unknown
715627833,Existing Customer,48,M,3,High School,Married,$60K - $80K
809538783,Existing Customer,49,M,1,High School,Single,$120K +
715987758,Attrited Customer,49,M,3,Graduate,Single,$80K - $120K
711967158,Existing Customer,35,F,3,Graduate,Single,Less than $40K
712325433,Existing Customer,39,F,2,Unknown,Single,Unknown
716470683,Existing Customer,48,F,3,Post-Graduate,Married,Unknown
713289183,Existing Customer,53,F,3,Doctorate,Married,Less than $40K
711549408,Existing Customer,51,M,3,Uneducated,Married,$80K - $120K
709523508,Existing Customer,65,F,0,Uneducated,Unknown,Less than $40K
717578358,Existing Customer,49,F,4,Graduate,Married,Unknown
711673983,Existing Customer,44,M,4,Unknown,Single,$60K - $80K
713388108,Attrited Customer,62,F,0,High School,Unknown,Less than $40K
715679733,Existing Customer,43,F,2,Uneducated,Single,Less than $40K
779694183,Existing Customer,51,M,3,College,Married,$80K - $120K
788544108,Existing Customer,43,F,2,High School,Single,Less than $40K
715583283,Existing Customer,34,F,0,Graduate,Married,Unknown
719917233,Attrited Customer,49,M,3,Post-Graduate,Married,$80K - $120K
717103758,Attrited Customer,63,M,0,Graduate,Single,Unknown
714621183,Existing Customer,39,F,3,Graduate,Single,Less than $40K
721365033,Attrited Customer,37,M,3,Uneducated,Single,$40K - $60K
712999008,Existing Customer,40,F,3,Graduate,Single,Less than $40K
780790008,Existing Customer,46,F,3,Unknown,Married,$40K - $60K
779499933,Existing Customer,46,M,5,Uneducated,Unknown,$80K - $120K
717200508,Existing Customer,40,F,4,Uneducated,Single,Unknown
716995083,Existing Customer,52,M,2,High School,Single,$80K - $120K
718137183,Existing Customer,58,F,1,College,Married,Less than $40K
787507833,Existing Customer,49,F,1,Uneducated,Unknown,Less than $40K
810974958,Attrited Customer,51,M,2,High School,Married,$60K - $80K
717967833,Existing Customer,55,F,1,Unknown,Married,Less than $40K
712267983,Attrited Customer,57,F,0,Graduate,Single,Less than $40K
717376758,Existing Customer,56,F,2,High School,Married,Less than $40K
718250883,Attrited Customer,59,F,2,High School,Married,Unknown
717491058,Existing Customer,42,M,2,Post-Graduate,Single,$60K - $80K
802243458,Attrited Customer,48,M,2,Doctorate,Single,$40K - $60K
714485508,Existing Customer,45,M,3,Doctorate,Single,$80K - $120K
711377808,Existing Customer,47,M,3,Graduate,Unknown,$60K - $80K
718565733,Existing Customer,62,M,0,Unknown,Single,Less than $40K
712723608,Existing Customer,44,F,3,Uneducated,Unknown,Less than $40K
789948408,Existing Customer,55,M,2,Graduate,Single,$80K - $120K
734909358,Existing Customer,43,M,4,Graduate,Single,$80K - $120K
719267283,Existing Customer,35,F,2,Doctorate,Married,$40K - $60K
780684933,Existing Customer,49,M,3,High School,Unknown,$40K - $60K
720330558,Attrited Customer,44,M,3,Graduate,Married,$80K - $120K
720784833,Attrited Customer,48,F,3,Graduate,Single,Unknown
789059958,Existing Customer,42,M,4,High School,Married,$120K +
797138883,Existing Customer,43,M,4,Unknown,Married,$40K - $60K
721448283,Attrited Customer,39,F,1,Graduate,Single,Less than $40K
710552733,Attrited Customer,42,M,5,Unknown,Married,$60K - $80K
742778358,Existing Customer,44,M,1,Graduate,Single,$60K - $80K
713933658,Existing Customer,56,F,0,Graduate,Single,Less than $40K
788142483,Existing Customer,46,M,3,College,Single,$80K - $120K
789705408,Existing Customer,50,M,2,College,Married,$60K - $80K
780378633,Existing Customer,43,M,3,College,Unknown,$60K - $80K
817422408,Existing Customer,45,F,3,Uneducated,Single,Less than $40K
781297983,Existing Customer,58,M,2,Unknown,Divorced,$60K - $80K
710671608,Existing Customer,39,F,2,Graduate,Divorced,Less than $40K
719967708,Existing Customer,44,F,2,Unknown,Single,Less than $40K
711879633,Existing Customer,45,M,3,High School,Single,Less than $40K
716444733,Existing Customer,55,F,2,Graduate,Married,Less than $40K
718460958,Existing Customer,49,F,2,College,Married,Less than $40K
789953733,Existing Customer,46,F,3,Graduate,Married,Less than $40K
770278833,Existing Customer,43,M,4,Unknown,Married,$120K +
787291308,Existing Customer,42,F,5,Graduate,Married,Less than $40K
710644158,Existing Customer,45,M,3,Graduate,Unknown,$80K - $120K
717095733,Existing Customer,48,F,4,Unknown,Unknown,Less than $40K
813338733,Existing Customer,47,F,3,Unknown,Single,Unknown
787536933,Existing Customer,44,F,3,Unknown,Single,Less than $40K
714384783,Attrited Customer,59,F,1,Graduate,Married,Less than $40K
713847858,Attrited Customer,49,F,3,Graduate,Divorced,Less than $40K
809809008,Existing Customer,47,F,5,Graduate,Married,Less than $40K
719446833,Existing Customer,58,F,1,High School,Married,Less than $40K
720570333,Existing Customer,48,F,3,College,Married,Less than $40K
815308683,Existing Customer,46,M,3,College,Married,$80K - $120K
810875958,Attrited Customer,51,F,3,Graduate,Married,Less than $40K
717775608,Existing Customer,51,M,2,Post-Graduate,Unknown,$80K - $120K
718766058,Attrited Customer,56,M,2,Graduate,Single,$80K - $120K
710656683,Existing Customer,50,F,3,High School,Single,Less than $40K
768390708,Existing Customer,47,M,2,Unknown,Single,$80K - $120K
713263758,Existing Customer,53,F,1,College,Single,Less than $40K
754564308,Existing Customer,46,F,3,Graduate,Married,$40K - $60K
827890758,Existing Customer,39,F,1,Uneducated,Single,Less than $40K
779945508,Existing Customer,50,F,1,Graduate,Married,Less than $40K
720807183,Existing Customer,55,M,2,Graduate,Single,$80K - $120K
709309308,Attrited Customer,50,M,3,College,Unknown,$80K - $120K
715844733,Existing Customer,45,M,5,High School,Married,$60K - $80K
712332183,Existing Customer,42,M,3,College,Single,$80K - $120K
790123983,Existing Customer,50,F,2,High School,Single,Less than $40K
711721458,Attrited Customer,50,F,2,Graduate,Unknown,Less than $40K
716860233,Existing Customer,51,F,3,Uneducated,Married,Less than $40K
714678408,Existing Customer,48,F,4,Post-Graduate,Married,Less than $40K
708798483,Attrited Customer,37,F,3,Unknown,Single,Unknown
708501783,Attrited Customer,43,M,2,High School,Married,$120K +
713645883,Existing Customer,37,F,1,High School,Single,Less than $40K
718622658,Existing Customer,45,M,4,High School,Single,$80K - $120K
710641008,Existing Customer,44,F,2,High School,Single,Less than $40K
718547358,Existing Customer,60,F,2,Uneducated,Unknown,$40K - $60K
716177583,Existing Customer,58,F,1,Post-Graduate,Single,Less than $40K
713417433,Existing Customer,42,M,2,Graduate,Single,$40K - $60K
713043183,Existing Customer,61,M,0,High School,Single,$40K - $60K
719328858,Attrited Customer,56,M,4,High School,Married,$60K - $80K
718501983,Existing Customer,44,M,2,Graduate,Married,$60K - $80K
803800533,Attrited Customer,39,M,1,Unknown,Single,$40K - $60K
771790083,Existing Customer,43,F,3,Unknown,Married,Less than $40K
712817808,Existing Customer,39,M,2,Graduate,Married,$60K - $80K
811697958,Existing Customer,50,F,4,Unknown,Married,Less than $40K
817089408,Existing Customer,44,M,2,College,Married,$60K - $80K
803406558,Existing Customer,30,F,1,Uneducated,Single,Unknown
717297708,Existing Customer,47,F,1,Graduate,Single,Unknown
808756458,Existing Customer,47,M,3,Graduate,Married,$80K - $120K
718352358,Attrited Customer,49,F,3,Post-Graduate,Married,Less than $40K
780638958,Existing Customer,42,F,2,Graduate,Divorced,$40K - $60K
721026033,Existing Customer,57,F,1,Unknown,Single,Less than $40K
719894433,Attrited Customer,43,F,4,Unknown,Married,Less than $40K
812493033,Existing Customer,44,F,3,High School,Single,$40K - $60K
718256658,Existing Customer,45,F,3,Uneducated,Married,Less than $40K
711421233,Existing Customer,51,M,3,High School,Single,$60K - $80K
710335983,Existing Customer,57,F,0,High School,Divorced,Less than $40K
720108783,Existing Customer,60,F,1,Uneducated,Single,Unknown
818259558,Existing Customer,64,F,0,Graduate,Single,Less than $40K
708511983,Existing Customer,37,M,3,Graduate,Married,$80K - $120K
708838908,Existing Customer,49,F,3,Unknown,Single,$40K - $60K
778720533,Attrited Customer,53,F,4,Graduate,Married,Less than $40K
793015083,Existing Customer,46,F,4,Graduate,Married,Unknown
821336133,Existing Customer,50,F,2,High School,Single,Less than $40K
713905608,Existing Customer,56,F,3,Unknown,Single,Less than $40K
779164608,Existing Customer,45,F,3,Graduate,Married,Less than $40K
714835833,Existing Customer,43,M,4,High School,Divorced,$80K - $120K
823863033,Existing Customer,52,M,2,Unknown,Married,$80K - $120K
713321508,Existing Customer,47,F,3,Unknown,Single,Less than $40K
708992733,Existing Customer,50,F,0,High School,Married,Less than $40K
709488108,Attrited Customer,42,M,4,College,Single,$40K - $60K
716094333,Existing Customer,49,M,1,Graduate,Single,$80K - $120K
778567983,Existing Customer,50,F,2,Graduate,Single,$40K - $60K
712178883,Existing Customer,49,F,2,College,Single,$40K - $60K
717490008,Existing Customer,43,M,4,Graduate,Divorced,$80K - $120K
718282983,Existing Customer,60,M,0,College,Unknown,Less than $40K
747208083,Existing Customer,49,M,4,Graduate,Single,$40K - $60K
820276908,Attrited Customer,42,F,4,College,Married,$40K - $60K
719960133,Existing Customer,42,M,3,College,Single,$80K - $120K
711062958,Existing Customer,43,M,3,Graduate,Single,$120K +
714917583,Existing Customer,42,F,2,Doctorate,Unknown,Less than $40K
767256933,Existing Customer,43,M,5,Uneducated,Married,$60K - $80K
712568358,Existing Customer,47,M,1,High School,Married,$60K - $80K
789182358,Existing Customer,56,M,1,Uneducated,Single,$80K - $120K
716989683,Existing Customer,56,M,2,Doctorate,Single,$80K - $120K
827968383,Existing Customer,43,F,3,High School,Unknown,Less than $40K
819647358,Attrited Customer,38,M,2,Unknown,Single,$60K - $80K
788966958,Existing Customer,47,F,1,Graduate,Married,Unknown
789502308,Attrited Customer,57,F,3,Unknown,Single,Less than $40K
756458508,Existing Customer,44,M,3,Graduate,Single,$60K - $80K
714643983,Existing Customer,42,F,1,High School,Married,Less than $40K
711606558,Existing Customer,49,F,1,High School,Married,Less than $40K
824155458,Existing Customer,48,M,2,High School,Married,$80K - $120K
710445183,Existing Customer,44,M,5,Doctorate,Single,$120K +
802834158,Attrited Customer,42,M,4,Unknown,Married,$60K - $80K
712038258,Attrited Customer,48,M,4,Unknown,Single,$80K - $120K
712864683,Attrited Customer,42,F,3,Doctorate,Single,Less than $40K
813971283,Existing Customer,43,M,4,Unknown,Married,$80K - $120K
764211033,Existing Customer,50,F,3,Uneducated,Unknown,Less than $40K
721424583,Existing Customer,35,F,1,High School,Married,Less than $40K
713886333,Attrited Customer,47,M,2,High School,Married,$60K - $80K
711741708,Attrited Customer,41,M,3,Post-Graduate,Unknown,$80K - $120K
794217108,Existing Customer,43,M,2,College,Single,$120K +
715339758,Existing Customer,64,F,1,High School,Divorced,Unknown
709610283,Existing Customer,42,F,4,Graduate,Single,Less than $40K
714575208,Existing Customer,49,M,5,Doctorate,Single,$40K - $60K
716758908,Existing Customer,46,M,3,Uneducated,Single,$120K +
778915233,Attrited Customer,51,F,0,Graduate,Married,Less than $40K
789466008,Existing Customer,47,M,5,Graduate,Married,$60K - $80K
716635758,Existing Customer,38,F,2,Unknown,Single,$40K - $60K
771819258,Existing Customer,52,M,1,Unknown,Married,$120K +
713451408,Existing Customer,47,M,4,High School,Divorced,$60K - $80K
780146658,Attrited Customer,40,F,2,Post-Graduate,Married,$40K - $60K
711675108,Existing Customer,43,F,3,Graduate,Single,Less than $40K
755467683,Attrited Customer,48,F,1,Graduate,Single,Less than $40K
792864858,Existing Customer,47,M,4,Unknown,Unknown,Less than $40K
713009208,Existing Customer,54,F,3,Graduate,Single,Less than $40K
772231233,Existing Customer,41,F,2,Graduate,Married,Less than $40K
720510333,Existing Customer,40,F,3,College,Unknown,$40K - $60K
780199233,Existing Customer,33,M,2,Doctorate,Single,$120K +
711700158,Existing Customer,47,F,2,High School,Single,Less than $40K
788275083,Existing Customer,46,M,3,College,Married,$60K - $80K
708804633,Attrited Customer,44,F,2,Doctorate,Divorced,Less than $40K
714479358,Attrited Customer,51,M,3,Graduate,Single,$80K - $120K
711406758,Existing Customer,48,F,3,Graduate,Married,Less than $40K
821424483,Existing Customer,51,F,1,High School,Single,Less than $40K
769438608,Attrited Customer,48,F,1,Graduate,Married,Less than $40K
822068583,Existing Customer,48,F,4,Uneducated,Single,Unknown
711371208,Existing Customer,50,F,4,College,Married,Unknown
788832033,Existing Customer,35,M,2,High School,Unknown,$40K - $60K
713452533,Existing Customer,35,F,4,Graduate,Single,Less than $40K
720212508,Existing Customer,51,F,1,Graduate,Single,Less than $40K
717825033,Existing Customer,50,M,0,Unknown,Divorced,$60K - $80K
779926608,Existing Customer,50,F,2,High School,Married,Less than $40K
713608383,Attrited Customer,54,F,1,Unknown,Married,Less than $40K
710125608,Existing Customer,45,F,5,Unknown,Single,Less than $40K
712724733,Existing Customer,31,F,0,Post-Graduate,Single,Less than $40K
718286658,Existing Customer,42,M,3,Graduate,Single,$60K - $80K
714195108,Existing Customer,45,F,2,Post-Graduate,Single,Unknown
720867708,Attrited Customer,45,F,4,Graduate,Unknown,Less than $40K
752573508,Existing Customer,45,F,3,High School,Single,$40K - $60K
768661758,Existing Customer,53,M,0,Uneducated,Divorced,$120K +
721126833,Attrited Customer,51,M,2,High School,Married,$80K - $120K
716093133,Existing Customer,38,F,2,Uneducated,Single,$40K - $60K
771092433,Existing Customer,55,F,2,Graduate,Single,Less than $40K
712807758,Attrited Customer,47,F,3,Graduate,Single,Less than $40K
721514883,Existing Customer,38,M,1,Graduate,Single,$80K - $120K
824140908,Attrited Customer,52,M,3,Uneducated,Single,$120K +
712971708,Existing Customer,43,F,5,Unknown,Single,Less than $40K
716471508,Existing Customer,54,M,2,Unknown,Single,$120K +
782548758,Existing Customer,42,F,5,High School,Divorced,Less than $40K
